SysNo,ProvinceSysNo,CitySysNo,ProvinceName,CityName,DistrictName,
2359,38,280,海南省,三亚市,屯昌县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2359,38,280,'海南省','三亚市','屯昌县');"
2360,38,280,海南省,三亚市,澄迈县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2360,38,280,'海南省','三亚市','澄迈县');"
2361,38,280,海南省,三亚市,临高县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2361,38,280,'海南省','三亚市','临高县');"
2362,38,280,海南省,三亚市,白沙黎族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2362,38,280,'海南省','三亚市','白沙黎族自治县');"
2363,38,280,海南省,三亚市,昌江黎族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2363,38,280,'海南省','三亚市','昌江黎族自治县');"
2364,38,280,海南省,三亚市,乐东黎族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2364,38,280,'海南省','三亚市','乐东黎族自治县');"
2365,38,280,海南省,三亚市,陵水黎族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2365,38,280,'海南省','三亚市','陵水黎族自治县');"
2366,38,280,海南省,三亚市,保亭黎族苗族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2366,38,280,'海南省','三亚市','保亭黎族苗族自治县');"
2367,38,280,海南省,三亚市,琼中黎族苗族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2367,38,280,'海南省','三亚市','琼中黎族苗族自治县');"
2368,38,280,海南省,三亚市,西沙群岛,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2368,38,280,'海南省','三亚市','西沙群岛');"
2369,38,280,海南省,三亚市,南沙群岛,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2369,38,280,'海南省','三亚市','南沙群岛');"
2370,38,280,海南省,三亚市,中沙群岛的岛礁及其海域,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2370,38,280,'海南省','三亚市','中沙群岛的岛礁及其海域');"
2384,39,281,重庆市,重庆市,黔江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2384,39,281,'重庆市','重庆市','黔江区');"
2411,40,282,四川省,成都市,锦江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2411,40,282,'四川省','成都市','锦江区');"
2412,40,282,四川省,成都市,青羊区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2412,40,282,'四川省','成都市','青羊区');"
2413,40,282,四川省,成都市,金牛区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2413,40,282,'四川省','成都市','金牛区');"
2414,40,282,四川省,成都市,武侯区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2414,40,282,'四川省','成都市','武侯区');"
2415,40,282,四川省,成都市,成华区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2415,40,282,'四川省','成都市','成华区');"
2416,40,282,四川省,成都市,龙泉驿区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2416,40,282,'四川省','成都市','龙泉驿区');"
2417,40,282,四川省,成都市,青白江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2417,40,282,'四川省','成都市','青白江区');"
2418,40,282,四川省,成都市,新都区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2418,40,282,'四川省','成都市','新都区');"
2419,40,282,四川省,成都市,温江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2419,40,282,'四川省','成都市','温江区');"
2420,40,282,四川省,成都市,金堂县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2420,40,282,'四川省','成都市','金堂县');"
2421,40,282,四川省,成都市,双流县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2421,40,282,'四川省','成都市','双流县');"
2422,40,282,四川省,成都市,郫县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2422,40,282,'四川省','成都市','郫县');"
2423,40,282,四川省,成都市,大邑县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2423,40,282,'四川省','成都市','大邑县');"
2424,40,282,四川省,成都市,蒲江县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2424,40,282,'四川省','成都市','蒲江县');"
2425,40,282,四川省,成都市,新津县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2425,40,282,'四川省','成都市','新津县');"
2426,40,282,四川省,成都市,都江堰市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2426,40,282,'四川省','成都市','都江堰市');"
2427,40,282,四川省,成都市,彭州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2427,40,282,'四川省','成都市','彭州市');"
2428,40,282,四川省,成都市,邛崃市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2428,40,282,'四川省','成都市','邛崃市');"
2429,40,282,四川省,成都市,崇州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2429,40,282,'四川省','成都市','崇州市');"
2575,40,302,四川省,凉山彝族自治州,西昌市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2575,40,302,'四川省','凉山彝族自治州','西昌市');"
2928,44,339,陕西省,渭南市,大荔县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2928,44,339,'陕西省','渭南市','大荔县');"
3139,48,372,新疆维吾尔自治区,乌鲁木齐市,天山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3139,48,372,'新疆维吾尔自治区','乌鲁木齐市','天山区');"
3140,48,372,新疆维吾尔自治区,乌鲁木齐市,沙依巴克区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3140,48,372,'新疆维吾尔自治区','乌鲁木齐市','沙依巴克区');"
3141,48,372,新疆维吾尔自治区,乌鲁木齐市,新市区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3141,48,372,'新疆维吾尔自治区','乌鲁木齐市','新市区');"
3142,48,372,新疆维吾尔自治区,乌鲁木齐市,水磨沟区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3142,48,372,'新疆维吾尔自治区','乌鲁木齐市','水磨沟区');"
3143,48,372,新疆维吾尔自治区,乌鲁木齐市,头屯河区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3143,48,372,'新疆维吾尔自治区','乌鲁木齐市','头屯河区');"
3144,48,372,新疆维吾尔自治区,乌鲁木齐市,达坂城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3144,48,372,'新疆维吾尔自治区','乌鲁木齐市','达坂城区');"
3145,48,372,新疆维吾尔自治区,乌鲁木齐市,东山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3145,48,372,'新疆维吾尔自治区','乌鲁木齐市','东山区');"
3146,48,372,新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3146,48,372,'新疆维吾尔自治区','乌鲁木齐市','乌鲁木齐县');"
3147,48,373,新疆维吾尔自治区,克拉玛依市,独山子区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3147,48,373,'新疆维吾尔自治区','克拉玛依市','独山子区');"
3148,48,373,新疆维吾尔自治区,克拉玛依市,克拉玛依区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3148,48,373,'新疆维吾尔自治区','克拉玛依市','克拉玛依区');"
3149,48,373,新疆维吾尔自治区,克拉玛依市,白碱滩区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3149,48,373,'新疆维吾尔自治区','克拉玛依市','白碱滩区');"
3150,48,373,新疆维吾尔自治区,克拉玛依市,乌尔禾区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3150,48,373,'新疆维吾尔自治区','克拉玛依市','乌尔禾区');"
3151,48,374,新疆维吾尔自治区,吐鲁番地区,吐鲁番市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3151,48,374,'新疆维吾尔自治区','吐鲁番地区','吐鲁番市');"
3152,48,374,新疆维吾尔自治区,吐鲁番地区,鄯善县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3152,48,374,'新疆维吾尔自治区','吐鲁番地区','鄯善县');"
3153,48,374,新疆维吾尔自治区,吐鲁番地区,托克逊县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3153,48,374,'新疆维吾尔自治区','吐鲁番地区','托克逊县');"
3154,48,375,新疆维吾尔自治区,哈密地区,哈密市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3154,48,375,'新疆维吾尔自治区','哈密地区','哈密市');"
3155,48,375,新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3155,48,375,'新疆维吾尔自治区','哈密地区','巴里坤哈萨克自治县');"
3156,48,375,新疆维吾尔自治区,哈密地区,伊吾县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3156,48,375,'新疆维吾尔自治区','哈密地区','伊吾县');"
3157,48,376,新疆维吾尔自治区,昌吉回族自治州,昌吉市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3157,48,376,'新疆维吾尔自治区','昌吉回族自治州','昌吉市');"
3158,48,376,新疆维吾尔自治区,昌吉回族自治州,阜康市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3158,48,376,'新疆维吾尔自治区','昌吉回族自治州','阜康市');"
3159,48,376,新疆维吾尔自治区,昌吉回族自治州,米泉市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3159,48,376,'新疆维吾尔自治区','昌吉回族自治州','米泉市');"
3160,48,376,新疆维吾尔自治区,昌吉回族自治州,呼图壁县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3160,48,376,'新疆维吾尔自治区','昌吉回族自治州','呼图壁县');"
3161,48,376,新疆维吾尔自治区,昌吉回族自治州,玛纳斯县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3161,48,376,'新疆维吾尔自治区','昌吉回族自治州','玛纳斯县');"
3162,48,376,新疆维吾尔自治区,昌吉回族自治州,奇台县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3162,48,376,'新疆维吾尔自治区','昌吉回族自治州','奇台县');"
3163,48,376,新疆维吾尔自治区,昌吉回族自治州,吉木萨尔县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3163,48,376,'新疆维吾尔自治区','昌吉回族自治州','吉木萨尔县');"
3164,48,376,新疆维吾尔自治区,昌吉回族自治州,木垒哈萨克自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3164,48,376,'新疆维吾尔自治区','昌吉回族自治州','木垒哈萨克自治县');"
3165,48,377,新疆维吾尔自治区,博尔塔拉蒙古自治州,博乐市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3165,48,377,'新疆维吾尔自治区','博尔塔拉蒙古自治州','博乐市');"
3166,48,377,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3166,48,377,'新疆维吾尔自治区','博尔塔拉蒙古自治州','精河县');"
3167,48,377,新疆维吾尔自治区,博尔塔拉蒙古自治州,温泉县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3167,48,377,'新疆维吾尔自治区','博尔塔拉蒙古自治州','温泉县');"
3168,48,378,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3168,48,378,'新疆维吾尔自治区','巴音郭楞蒙古自治州','库尔勒市');"
3169,48,378,新疆维吾尔自治区,巴音郭楞蒙古自治州,轮台县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3169,48,378,'新疆维吾尔自治区','巴音郭楞蒙古自治州','轮台县');"
3170,48,378,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3170,48,378,'新疆维吾尔自治区','巴音郭楞蒙古自治州','尉犁县');"
3171,48,378,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3171,48,378,'新疆维吾尔自治区','巴音郭楞蒙古自治州','若羌县');"
3172,48,378,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3172,48,378,'新疆维吾尔自治区','巴音郭楞蒙古自治州','且末县');"
3173,48,378,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (3173,48,378,'新疆维吾尔自治区','巴音郭楞蒙古自治州','焉耆回族自治县');"
